id_GO	type	name
0099114P	P	chromatin silencing at subtelomere
0044783P	P	G1 DNA damage checkpoint
0061587P	P	transfer RNA gene-mediated silencing
2000609P	P	regulation of thyroid hormone generation
0007533P	P	mating type switching
0042276P	P	error-prone translesion synthesis
1902969P	P	mitotic DNA replication
0006272P	P	leading strand elongation
0016999P	P	antibiotic metabolic process
0072340P	P	cellular lactam catabolic process
0090560F	F	2-(3-amino-3-carboxypropyl)histidine synthase activity
0004164F	F	diphthine synthase activity
0017178F	F	diphthine-ammonia ligase activity
0061685F	F	diphthine methylesterase activity
0051723F	F	protein methylesterase activity
0004582F	F	dolichyl-phosphate beta-D-mannosyltransferase activity
0004169F	F	dolichyl-phosphate-mannose-protein mannosyltransferase activity
0035268P	P	protein mannosylation
0033185C	C	dolichol-phosphate-mannose synthase complex
0000506C	C	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
0016254P	P	preassembly of GPI anchor in ER membrane
0097713F	F	dolichol-phosphate-mannose synthase regulator activity
0031501C	C	mannosyltransferase complex
0052829F	F	inositol-1,3,4-trisphosphate 1-phosphatase activity
0004441F	F	inositol-1,4-bisphosphate 1-phosphatase activity
0000103P	P	sulfate assimilation
0007549P	P	dosage compensation
0051575F	F	5'-deoxyribose-5-phosphate lyase activity
0003896F	F	DNA primase activity
0006287P	P	base-excision repair, gap-filling
0061674P	P	gap filling involved in double-strand break repair via nonhomologous end joining
1990506P	P	mitotic DNA-dependent DNA replication
0042790P	P	transcription of nuclear large rRNA transcript from RNA polymerase I promoter
0005658C	C	alpha DNA polymerase
1902981P	P	synthesis of RNA primer involved in mitotic DNA replication
0007534P	P	gene conversion at mating-type locus
0000734P	P	gene conversion at mating-type locus, DNA repair synthesis
0043625C	C	delta DNA polymerase complex
0045004P	P	DNA replication proofreading
0000109C	C	nucleotide-excision repair complex
0019985P	P	translesion synthesis
0006271P	P	DNA strand elongation involved in DNA replication
1904161P	P	DNA synthesis involved in UV-damage excision repair
1903459P	P	mitotic DNA replication lagging strand elongation
1903460P	P	mitotic DNA replication leading strand elongation
0006277P	P	DNA amplification
0008310F	F	single-stranded DNA 3'-5' exodeoxyribonuclease activity
0010964P	P	regulation of chromatin silencing by small RNA
0035822P	P	gene conversion
0004820F	F	glycine-tRNA ligase activity
0070150P	P	mitochondrial glycyl-tRNA aminoacylation
0006269P	P	DNA replication, synthesis of RNA primer
0071707P	P	immunoglobulin heavy chain V-D-J recombination
2000042P	P	negative regulation of double-strand break repair via homologous recombination
0016035C	C	zeta DNA polymerase complex
0000810F	F	diacylglycerol diphosphate phosphatase activity
0071438C	C	invadopodium membrane
1901536P	P	negative regulation of DNA demethylation
0044726P	P	protection of DNA demethylation of female pronucleus
0010142P	P	farnesyl diphosphate biosynthetic process, mevalonate pathway
0060108C	C	annular furrow extracellular matrix
0017113F	F	dihydropyrimidine dehydrogenase (NADP+) activity
0006214P	P	thymidine catabolic process
0006212P	P	uracil catabolic process
0006210P	P	thymine catabolic process
0048936P	P	peripheral nervous system neuron axonogenesis
0097485P	P	neuron projection guidance
0002059F	F	thymine binding
0002058F	F	uracil binding
0021528P	P	commissural neuron differentiation in spinal cord
0021516P	P	dorsal spinal cord development
0035240F	F	dopamine binding
0046323P	P	glucose import
0035106P	P	operant conditioning
0060158P	P	phospholipase C-activating dopamine receptor signaling pathway
0051584P	P	regulation of dopamine uptake involved in synaptic transmission
1902721P	P	negative regulation of prolactin secretion
1903521P	P	positive regulation of mammary gland involution
0060160P	P	negative regulation of dopamine receptor signaling pathway
0051586P	P	positive regulation of dopamine uptake involved in synaptic transmission
0043666P	P	regulation of phosphoprotein phosphatase activity
0034776P	P	response to histamine
0046717P	P	acid secretion
0035483P	P	gastric emptying
0032416P	P	negative regulation of sodium
0033861P	P	negative regulation of NAD(P)H oxidase activity
0001992P	P	regulation of systemic arterial blood pressure by vasopressin
1901299P	P	negative regulation of hydrogen peroxide-mediated programmed cell death
0005685C	C	U1 snRNP
0042641C	C	actomyosin
0050954P	P	sensory perception of mechanical stimulus
0046672P	P	positive regulation of compound eye retinal cell programmed cell death
2001269P	P	positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway
0007256P	P	activation of JNKK activity
0061632F	F	RNA lariat debranching enzyme activator activity
1904396P	P	regulation of neuromuscular junction development
0042392F	F	sphingosine-1-phosphate phosphatase activity
0046839P	P	phospholipid dephosphorylation
0044695C	C	Dsc E3 ubiquitin ligase complex
1900039P	P	positive regulation of cellular response to hypoxia
0086042P	P	cardiac muscle cell-cardiac muscle cell adhesion
0060049P	P	regulation of protein glycosylation
0060219P	P	camera-type eye photoreceptor cell differentiation
0070593P	P	dendrite self-avoidance
0060788P	P	ectodermal placode formation
0008721F	F	D-serine ammonia-lyase activity
0036088P	P	D-serine catabolic process
0070178P	P	D-serine metabolic process
0015926F	F	glucosidase activity
0047757F	F	chondroitin-glucuronate 5-epimerase activity
0030205P	P	dermatan sulfate metabolic process
0046029F	F	mannitol dehydrogenase activity
0019594P	P	mannitol metabolic process
0003165P	P	Purkinje myocyte development
0007394P	P	dorsal closure, elongation of leading edge cells
0048106P	P	establishment of thoracic bristle planar orientation
0007164P	P	establishment of tissue polarity
0035317P	P	imaginal disc-derived wing hair organization
1902669P	P	positive regulation of axon guidance
0032231P	P	regulation of actin filament bundle assembly
0048076P	P	regulation of compound eye pigmentation
0016201P	P	synaptic target inhibition
0033555P	P	multicellular organismal response to stress
0070939C	C	Dsl1/NZR complex
0032581P	P	ER-dependent peroxisome organization
0000444C	C	MIS12/MIND type complex
0000818C	C	nuclear MIS12/MIND complex
0051456P	P	attachment of spindle microtubules to kinetochore involved in meiotic sister chromatid segregation
0042386P	P	hemocyte differentiation
0044530C	C	supraspliceosomal complex
1900369P	P	negative regulation of RNA interference
0002566P	P	somatic diversification of immune receptors via somatic mutation
0003692F	F	left-handed Z-DNA binding
0045025C	C	mitochondrial degradosome
0008859F	F	exoribonuclease II activity
0000957P	P	mitochondrial RNA catabolic process
0045497P	P	female analia development
0019101P	P	female somatic sex determination
0045496P	P	male analia development
0018993P	P	somatic sex determination
0033162C	C	melanosome membrane
0001956P	P	positive regulation of neurotransmitter secretion
0016528C	C	sarcoplasm
0098527C	C	neuromuscular junction of somatic muscle
0048047P	P	mating behavior, sex discrimination
0051500F	F	D-tyrosyl-tRNA(Tyr) deacylase activity
0006399P	P	tRNA metabolic process
0106026F	F	Gly-tRNA(Ala) hydrolase activity
0043908F	F	Ser(Gly)-tRNA(Ala) hydrolase activity
0051499F	F	D-aminoacyl-tRNA deacylase activity
0097358F	F	D-leucyl-tRNA(Leu) deacylase activity
1900832P	P	D-leucine catabolic process
1900829P	P	D-tyrosine catabolic process
0007529P	P	establishment of synaptic specificity at neuromuscular junction
0097677F	F	STAT family protein binding
0033522P	P	histone H2A ubiquitination
2001034P	P	positive regulation of double-strand break repair via nonhomologous end joining
1901666P	P	positive regulation of NAD+ ADP-ribosyltransferase activity
1902966P	P	positive regulation of protein localization to early endosome
2000646P	P	positive regulation of receptor catabolic process
0061672C	C	glutathione hydrolase complex
0004044F	F	amidophosphoribosyltransferase activity
0048855P	P	adenohypophysis morphogenesis
0008365P	P	adult chitin-based cuticle development
0004039F	F	allophanate hydrolase activity
0004847F	F	urea carboxylase activity
0043419P	P	urea catabolic process
0015606F	F	spermidine transmembrane transporter activity
0015204F	F	urea transmembrane transporter activity
0015848P	P	spermidine transport
0071918P	P	urea transmembrane transport
0008432F	F	JUN kinase binding
0033549F	F	MAP kinase phosphatase activity
0017017F	F	MAP kinase tyrosine/serine/threonine phosphatase activity
1905042P	P	negative regulation of epithelium regeneration
0060266P	P	negative regulation of respiratory burst involved in inflammatory response
0035970P	P	peptidyl-threonine dephosphorylation
1990264P	P	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity
0090335P	P	regulation of brown fat cell differentiation
0070303P	P	negative regulation of stress-activated protein kinase signaling cascade
0032873P	P	negative regulation of stress-activated MAPK cascade
0098519F	F	nucleotide phosphatase activity, acting on free nucleotides
0035335P	P	peptidyl-tyrosine dephosphorylation
0048713P	P	regulation of oligodendrocyte differentiation
0045204P	P	MAPK export from nucleus
0045209P	P	MAPK phosphatase export from nucleus, leptomycin B sensitive
0008579F	F	JUN kinase phosphatase activity
0017150F	F	tRNA dihydrouridine synthase activity
0008330F	F	protein tyrosine/threonine phosphatase activity
0102263F	F	tRNA-dihydrouridine17 synthase activity
0002943P	P	tRNA dihydrouridine synthesis
0050868P	P	negative regulation of T cell activation
0004647F	F	phosphoserine phosphatase activity
1902310P	P	positive regulation of peptidyl-serine dephosphorylation
0102264F	F	tRNA-dihydrouridine20 synthase activity
0102265F	F	tRNA-dihydrouridine47 synthase activity
1990439F	F	MAP kinase serine/threonine phosphatase activity
0102266F	F	tRNA-dihydrouridine20a synthase activity
0004170F	F	dUTP diphosphatase activity
0046081P	P	dUTP catabolic process
0035870F	F	dITP diphosphatase activity
0035863P	P	dITP catabolic process
0009213P	P	pyrimidine deoxyribonucleoside triphosphate catabolic process
0022007P	P	convergent extension involved in neural plate elongation
1905386P	P	positive regulation of protein localization to presynapse
0099054P	P	presynapse assembly
0060029P	P	convergent extension involved in organogenesis
0044340P	P	canonical Wnt signaling pathway involved in regulation of cell proliferation
0035567P	P	non-canonical Wnt signaling pathway
0038031P	P	non-canonical Wnt signaling pathway via JNK cascade
1904953P	P	Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation
1904086P	P	regulation of epiboly involved in gastrulation with mouth forming second
1900145P	P	regulation of nodal signaling pathway involved in determination of left/right asymmetry
0005687C	C	U4 snRNP
0005688C	C	U6 snRNP
0030621F	F	U4 snRNA binding
0046784P	P	viral mRNA export from host cell nucleus
0034353F	F	RNA pyrophosphohydrolase activity
0071028P	P	nuclear mRNA surveillance
0050779P	P	RNA destabilization
0090730C	C	Las1 complex
0030846P	P	termination of RNA polymerase II transcription, poly(A)-coupled
0030991C	C	intraciliary transport particle A
0004707F	F	MAP kinase activity
1902856P	P	negative regulation of non-motile cilium assembly
0001539P	P	cilium or flagellum-dependent cell motility
0051293P	P	establishment of spindle localization
0072382P	P	minus-end-directed vesicle transport along microtubule
1905832P	P	positive regulation of spindle assembly
0090235P	P	regulation of metaphase plate congression
1990048P	P	anterograde neuronal dense core vesicle transport
0048134P	P	germ-line cyst formation
0051237P	P	maintenance of RNA location
0046604P	P	positive regulation of mitotic centrosome separation
0098958P	P	retrograde axonal transport of mitochondrion
1990429C	C	peroxisomal importomer complex
0051292P	P	nuclear pore complex assembly
0099503C	C	secretory vesicle
0019060P	P	intracellular transport of viral protein in host cell
0075521P	P	microtubule-dependent intracellular transport of viral material towards nucleus
0035795P	P	negative regulation of mitochondrial membrane permeability
0031681F	F	G-protein beta-subunit binding
0032117C	C	horsetail-astral microtubule array
0044816C	C	Nsk1-Dlc1 complex
0090386P	P	phagosome maturation involved in apoptotic cell clearance
0031749F	F	D2 dopamine receptor binding
1903423P	P	positive regulation of synaptic vesicle recycling
0071245P	P	cellular response to carbon monoxide
1903526P	P	negative regulation of membrane tubulation
1903408P	P	positive regulation of sodium
0098844C	C	postsynaptic endocytic zone membrane
0031798F	F	type 1 metabotropic glutamate receptor binding
0061002P	P	negative regulation of dendritic spine morphogenesis
